Id,Question,Context,Gold,Predicted,Predicted,Aug_Fixed,Synth_Fixed,F1,EM,Id,,Gold,F1,EM
f1fde021332f44aa9999ab8008bd5a25,Where was the American President due to pay a visit?,"In 1991, the governments of the U.S. and China are on the verge of a major trade agreement, with the President of the United States due to visit China to seal the deal. The CIA learns that its asset Tom Bishop (Brad Pitt) has been captured trying to free a Briton, Elizabeth Hadley (Catherine McCormack), from a People's Liberation Army prison in Su Chou near Shanghai, China. Bishop is being questioned under torture and will be executed in 24 hours unless the U.S. government claims him. If the CIA claims Bishop as an agent, they risk jeopardizing the trade agreement. Exacerbating Bishop's situation is the fact that he was operating without permission from the Agency.
Attempting to deal quickly with the situation, CIA executives call in Nathan Muir (Robert Redford), an aging mid-level case officer on his last day before retirement and the man who recruited Bishop. Although they tell Muir they simply need him to act as a ""stop gap"" to fill in some holes in their background files, the officials are hoping he will give them the pretext they need to justify letting Bishop die. The CIA executives are unaware that Muir had been tipped off about Bishop's capture prior to arriving at the CIA's headquarters, by fellow CIA veteran Harry Duncan (David Hemmings), for whom Bishop had been working an operation in Hong Kong before going rogue. Muir first attempts to save Bishop by leaking the story to CNN through a contact in Hong Kong, believing that public pressure would force the CIA to rescue Bishop. The tactic only stalls them, however, and is stymied when a phone call to the U.S. Federal Communications Commission from CIA Deputy Director Charles Harker (Stephen Dillane) results in CNN retracting the story.
During the debriefing, Muir describes how he recruited Bishop for an operation when Bishop was a U.S. Marine scout sniper during the Vietnam War. Muir also discusses their 1976 tour of duty in Berlin, Germany, where Bishop was tasked with procuring East German assets, with Muir commanding, as well as Bishop's spy work in Beirut, Lebanon in 1985 during the War of the Camps, the latter being the last time the two saw each other. During the mission in Lebanon, Bishop met Hadley, and the two began developing romantic feelings for each other. However, it is revealed that Hadley was involved in a bombing of the Chinese embassy in Britain, causing her to flee the country. Fearing that Bishop's feelings for Hadley might compromise his cover and the mission, Muir tips off the Chinese to Hadley's location in return for freeing an arrested U.S. diplomat. Chinese agents kidnap Hadley, and Bishop cuts all ties to Muir when he discovers his involvement. After learning Hadley was the target of Bishop's rescue attempt, Muir finally realizes that he has greatly underestimated Bishop's feelings for her.
Running out of time, Muir secretly creates a forged urgent operational directive from the CIA director to commence Operation Dinner Out, a rescue mission to be spearheaded by Commander Wiley's (Dale Dye) U.S. Navy SEAL team, for which Bishop had laid the groundwork as a ""Plan B"" for his own rescue attempt. Using US$282,000 of his life savings and a misappropriated file on Chinese coastline satellite imagery, Muir enlists Duncan's help in bribing a Chinese energy official to cut power to the prison for 30 minutes, during which time the SEAL rescue team retrieves Bishop and Hadley.
Bishop, who is rescued at the end of the film 15 minutes before his scheduled execution, realizes Muir was behind his rescue when he recognizes the name of the plan to rescue him, Operation Dinner Out: a reference to a birthday gift that Bishop gave Muir while they were in Lebanon. When the CIA officials are belatedly informed of the rescue, Muir has already left the building and is seen driving off into the countryside.
",['China'],visit China,the President of the United States due to visit China,1,0,0.666666667,0,f1fde021332f44aa9999ab8008bd5a25,,['China'],0.222222222,0
f69d72de082a4fe6bcebab8301ca52d1,What is the article mainly about?,"In a time when a dangerous number of people are overweight, many people seem to have forgotten the most important way to keep healthy and slim---exercise. And as a new study carried out on mice in the lab has shown, exercise done early in life can reward you in your adult years. A team of researchers at the University of California studied the effects of early exercise on adult physical activity, body mass and eating. They found that early-age exercise in mice has positive effects on adult levels of voluntary exercise in addition to reducing body mass. ""These results may have an effect on the importance of regular physical education in elementary and middle schools,"" said Theodore Garland, a professor of biology, who led the research project. ""If kids exercise regularly through their school years, then they may be more likely to exercise as adults, which could have far-reaching positive effects on human health and well-being."" Although the positive effects of early-life exercise lasted for only one week, it is important to note that one week in the life of a mouse is the same as about nine months for humans. ""Our results suggest that any positive effects of early-life exercise on adult exercise will need to be kept up if they are to be long-lasting."" His team of researchers found, too, that all mice that had access to early exercise were lighter in weight than non-exercised mice. Garland explained that, in general, exercise will stimulate appetite sooner or later. However, it is possible that certain types of exercise, done for certain periods of time or at certain light levels, might not _ appetite much, if at all, at least in some individuals. ""If we could understand what sorts of exercise these might be, then we might be able to tailor exercise recommendations in a way that would bring the benefits of exercise without increase in appetite, leading to a better chance of weight loss,"" he said.",['positive effects of early-life exercise'],adult levels of voluntary exercise,exercise will stimulate appetite,1,0,0.4,0,f69d72de082a4fe6bcebab8301ca52d1,,['positive effects of early-life exercise'],0.222222222,0
f7c8a7ec7710489da0f69eb39406b715,What show is Ryan McLachlan from?,"Ryan McLachlan is a fictional character from the Australian soap opera Neighbours, played by Richard Norton.",['Neighbours'],opera Neighbours,Australian soap opera Neighbours,1,0,0.666666667,0,f7c8a7ec7710489da0f69eb39406b715,,['Neighbours'],0.4,0
fa1c5d3f4bbe4a73b10d8b08e55a1689,On which instrument(s) was Introduction and Rondo Capriccioso created to be played on?,"The Introduction and Rondo Capriccioso in A minor (French: Introduction et Rondo capriccioso en la mineur ), Op. 28, is a composition for violin and orchestra written in 1863 by Camille Saint-Saëns for the virtuoso violinist Pablo de Sarasate.",['violin'],for violin,violin and orchestra,1,0,0.666666667,0,fa1c5d3f4bbe4a73b10d8b08e55a1689,,['violin'],0.5,0
ffe6c0eed8c74f3ab159342748966cc6,What year did Yo soy Bea start?,Yo soy Bea is a Spanish television comedy-drama series which aired on Telecinco from 10 July 2006 to 16 August 2009.,['10 July 2006'],10-Jul-06,2006 to 16 August 2009,1,0,1,1,ffe6c0eed8c74f3ab159342748966cc6,,['10 July 2006'],0.25,0
012f2944d0b943ca8120b866124b5525,"At the 2013 CES, which item drew the most attention?","Televisions were among the most talked about items at the 2013 International Consumer Electronics Show last week in Las Vegas, Nevada. Some employed the most advanced technology ever. Some of the TVs used a new technology called Organic Light Emitting Diodes, or OLED. They were thinner, lighter, offered better color1 and were brighter than traditional LEDs. Smart TVs this year were smarter. Many offered technology that let users have a more personalized experience. One such TV from the electronics company TCL uses sensors and voice recognition to determine who is watching. It then offers programming based on the specific user. Another TV from Panasonic offers a similar personalized user experience. In addition to television technology, size also played a major part in CES 2013. Televisions varied in size from big to bigger, with at least two companies -- Samsung and HiSense -- exhibiting TVs measuring 110 inches. The yearly Consumer Electronics Show is the biggest technology trade show in North America and one of the biggest in the world. Gary Shapiro is president and CEO of the Consumer Electronics Association, the group that organizes CES. He gave one of the keynote speeches on opening day. ""Now you know that CES is more than a trade show. It's a gathering of the brightest minds and the top leaders from many industries and those seeking a glimpse into the future."" That glimpse into the future included a look at digital health and fitness devices, which were also big at CES 2013. There were devices that track your activity and others that measure blood pressure, heart rate and weight. There was even a fork that tells you when you are eating too fast. Cars, smart-phones, tablet computers and PCs also made news. And a 27-inch table computer drew quite a bit of attention. CEA President Gary Shapiro says there was much to see but not nearly enough time to see it all. ""You cannot see the show in the four days that you have. We have over 3200 different industries showing over 20,000 new products. It's ly incredible.""",['Televisions'],a 27-inch table computer,27-inch table computer,0,0,0,0,012f2944d0b943ca8120b866124b5525,,['Televisions'],0,0
0203a6bc19e04a62a57f1062778b46ef,What is the name of the place where A Youth with a Jug can be found?,A Youth with a Jug is an oil painting currently in a private collection.,['private collection'],a private collection,a private collection,0,0,1,1,0203a6bc19e04a62a57f1062778b46ef,,['private collection'],1,1
031c3e14c790427b975b860a07300f6a,What is Shavers Fork a tributary of?,"Shavers Fork of the Cheat River is situated in the Allegheny Mountains of eastern West Virginia, USA.",['Cheat River'],the Cheat River,Cheat River,0,0,1,1,031c3e14c790427b975b860a07300f6a,,['Cheat River'],1,1
03a9ee98026b4f86b9f3a5b929e72990,Which city is Corsair Components located in?,"Corsair Components, Inc. is an American computer peripherals and hardware company headquartered in Fremont, California.",['Fremont'],"Fremont, California","Fremont, California",0,0,0.666666667,0,03a9ee98026b4f86b9f3a5b929e72990,,['Fremont'],0.666666667,0
03d4aea551d545e7864fab5554632b99,What is the name of the sports team whose member is René Bliard?,René Bliard (18 October 1932 -- 27 September 2009) was a professional French football striker who was a member of Stade de Reims in the 1950s.,['Stade de Reims'],Stade de Reims,Stade de Reims,0,0,1,1,03d4aea551d545e7864fab5554632b99,,['Stade de Reims'],1,1
06408e161a494098b088e0e7b08004c9,Due to which disease did Julius Garfinckel die?,"Julius Garfinckel died on his 64th birthday of pneumonia in Washington, D.C. His funeral was held two days later at All Souls Unitarian Church.",['pneumonia'],of pneumonia,of pneumonia,0,0,0.666666667,0,06408e161a494098b088e0e7b08004c9,,['pneumonia'],0.666666667,0
06944a0947904cc39cf468848058d8f3,What is the writer's attitude toward madness?,"It seems that great artists and scientists often suffer from mental problems. Both Einstein and Dickens had mental illness. Now scientists have started to look at whether mental illness and genius are linked . Dr. Adele Juda studied 5,000 creative people in Germany. She found there were more people with mental illness in this group than in the general population. Poets had the highest rate of mental illness, followed by musicians, with lower numbers for painters and architects. Other scientists did research which also showed a strong link between mental problems and creativity. But, it did nothing to explain it. Dr. Ruth Richards of Harvard University _ . Instead of studying creative people, she took a group of psychiatric patients and tested them for creativity. The patients got much higher scores than a normal group. Also, the patients' close relatives were much more creative than the patients and a normal group. This suggests that the key to the link between creativity and mental illness is in our genes . But this is a problem. According to Darwinism, harmful genes should be removed. Some scientists believe that evolution has created a balance, where the madness of a few people leads to the development of the whole human race. Geniuses may be mad, bad or just difficult to understand, but their discoveries have improved the world we live in. It seems that a little creative madness is good for us all.",['little creative madness is good for us all'],good for us all,good for us all,0,0,0.666666667,0,06944a0947904cc39cf468848058d8f3,,['little creative madness is good for us all'],0.666666667,0
06af217508304cc8affeaaf38c3a877f,Which might NOT be shown in a DIY program on TV?,"Last week I visited my friend Pete in the new home where he lives with his wife and daughter. Pete used to spend his holidays travelling the world, visiting the pyramids in Egypt or scuba diving in the Caribbean. Nowadays he prefers to spend his holidays and weekends making his house look more beautiful. Like hundreds of thousands of other British people, he has discovered the joy of DIY (Do It Yourself), which means if there are any things that need fixing around the house, he will try to do the job himself. As he showed me the new kitchen he put together by himself and the newly painted walls, I asked Pete where he got his inspiration from. He told me that his favorite source of ideas was a DIY program on TV. This got me thinking about the great popularity of DIY programs in the UK. Each major channel has at least one home or garden improving show and there's even a satellite channel completely about the subject. I guess it is not really surprising that DIY programs are so popular. Two common sayings in Britain- 'an Englishman's home is his castle' and 'there's no place like home'-show how important our houses are to us. With the present economic downturn, many people can't afford to buy a bigger house so they are looking at how they can make their house better without spending a lot of money. DIY is the perfect choice. But be careful! I read a report that said over 230,000 people were injured while doing home improvements in the UK in just one year, including 41,000 who fell off ladders and 5,800 who were seriously hurt by hammers. So I won't be going down to the hardware store.",['scuba diving'],the new kitchen,the new kitchen he put together by himself and the newly painted walls,0,0,0,0,06af217508304cc8affeaaf38c3a877f,,['scuba diving'],0,0
071e796894114cc191b7eb9938ae4a53,What was the name of Frederik Helstrup's team?,Frederik Helstrup Jensen (born 16 March 1993) is a Danish footballer who plays for Helsingborgs IF of the Allsvenskan in Sweden.,['Helsingborgs IF'],for Helsingborgs IF,Helsingborgs IF,0,1,0.8,0,071e796894114cc191b7eb9938ae4a53,,['Helsingborgs IF'],1,1
07e5d26b0c8647079a7a8998d1a8249f,What is the name of the place where Noleby Runestone can be found?,The Noleby Runestone is now located in the Swedish Museum of National Antiquities in Stockholm.,['Swedish Museum of National Antiquities'],the Swedish Museum of National Antiquities,Swedish Museum of National Antiquities,0,0,1,1,07e5d26b0c8647079a7a8998d1a8249f,,['Swedish Museum of National Antiquities'],1,1
07eb55ad2b90488b9af8b8320b209a6e,Who does Courtland blame for the death of his wife and daughter?,"In 1959, Michael Courtland (Robertson), a New Orleans real estate developer, has his life shattered when his wife Elizabeth (Bujold) and young daughter Amy are kidnapped. The police recommend that he provide the kidnappers with a briefcase of shredded blank paper instead of the demanded ransom, as the kidnappers will then be more likely to surrender when cornered, rather than attempt to escape with cash in hand. Courtland agrees to this plan. This leads to a bungled car chase in which both kidnappers and victims are killed in a spectacular explosion. Courtland blames himself for the deaths of his wife and daughter.
Fifteen years pass. Courtland is morbidly obsessed with his dead wife, and regularly visits a monument he has had built in her memory. The monument is a replica of the church (Basilica di San Miniato al Monte) where he and Elizabeth had met many years before in Florence, Italy. His real estate partner Robert LaSalle (Lithgow) convinces Courtland to tag along on a business trip back to Florence. While there, Courtland revisits the church, and suddenly comes face to face with a young woman named Sandra (Bujold) who looks exactly like his late wife. The already slightly unhinged Courtland begins to court the young woman, and subtly attempts to transform her into a perfect mirror image of his dead wife.
Courtland returns to New Orleans with Sandra so they can marry. On their wedding night, Sandra is kidnapped and a ransom note is left behind by her abductors. It is an exact replica of the kidnappers' message from fifteen years before. This time, Courtland decides to deliver the demanded cash. He withdraws massive quantities of money from his accounts and business holdings, financially ruining him and forcing him to sign over his interest in the real estate business to LaSalle. In the process, he discovers that his entire ordeal, including the original kidnapping, had been engineered by LaSalle as a way to gain sole control of Courtland's company share holdings. The now nearly insane Courtland stabs LaSalle to death.
Knowing that Sandra must have been a willing accomplice in the plot against him, he goes to the airport to kill the escaping woman. On the plane, Sandra has a flashback to her part in the scheme; she is in fact Courtland's daughter: following the original kidnapping LaSalle concealed her survival and sent her to live in secret with an Italian caretaker. Over the years, LaSalle has told her lies about Courtland, convincing her that her father had not paid the ransom because he didn't love her. Sandra, who has come to love Courtland, attempts suicide on the plane and is taken off the flight in a wheelchair. Courtland sees her and runs toward her, gun drawn. A security guard attempts to stop him but Courtland smashes the briefcase full of money against the guard's head, knocking him unconscious. The briefcase breaks open and all of the money flies out. Sandra, seeing the fluttering bills, stands up and shouts: ""Daddy! You brought the money!"" Courtland now realizes for the first time who Sandra really is, and father and daughter fall into a deep embrace.
",['himself'],", Sandra",blames himself,0,1,0,0,07eb55ad2b90488b9af8b8320b209a6e,,['himself'],0.666666667,0
088fcbdaad6e488da8358ee2410f2582,How many species are most important to our present food supply?,"Edward Wilson is America's, if not the world's, leading naturalist. In The Future of Life, he takes us on a tour of the world's natural resources. How are they used? What has been lost? What remains and is it able to continue with the present speed of use? Wilson also points out the need to understand fully the biodiversity of our earth. Wilson begins with an open letter to the pioneer in environment protection, Henry David Thoreau. He compares today's Walden Pond with that of Thoreau's day. Wilson will use such comparisons for the rest of the book. The problem is clear: man has done great damage to his home over the years. Can the earth, with human help, be made to return to biodiversity levels that will be able to support us in the future? Biodiversity, Wilson argues, is the key to settling many problems the earth faces today. Even our agricultural crops can gain advantages from it. A mere hundred species are the basis of our food supply, of which but twenty carry the load. Wilson suggests changing this situation by looking into ten thousand species that could be made use of, which will be a way to reduce the clearing of the natural homes of plants and animals to enlarge farming areas. At the end of the book, Wilson discusses the importance of human values in considering the environment. If you are to continue to live on the earth, you may as well read and act on the ideas in this book.",['twenty'],A mere hundred,A mere hundred,0,0,0,0,088fcbdaad6e488da8358ee2410f2582,,['twenty'],0,0
0c02db9973864a92932673c5a4c78785,Who arrests Ellis?,"

At the Kibbutz Stein in Israel in 1956, school teacher Rachel (Clarice van Houten) is reunited with Ronnie (Halina Reijn), a friend from The Hague during World War II. After Ronnie leaves, Rachel reflects on her adventures during the final days of the war.In 1944, Rachel hides from the Nazis in a farm in the Dutch countryside. In exchange for hiding her, they expect her to learn Bible verses. One day, a crippled Allied bomber drops its payload on the farmhouse, killing everyone except Rachel. Rob (Michiel Heisman), a young man from a neighboring farm, hides her in the family's greenhouse. That night, Van Gein (Peter Blok), a police officer, arrives to tell them that the Nazis know that Rachel is in the area and will hunt her down. He agrees to help Rachel and Rob escape to the Allied controlled southern part of Holland. Rachel visits her father's lawyer, Smaal (Dolf de Vries). He gives her enough money and jewels to live on for a year but warns her not to trust people so easily. Van Gein leads Rachel and Rob to a dock where other Jews wait to leave. Rachel is reunited with her parents and brother, who is recovering from an emergency appendectomy. Van Gein does not accompany the Jews on the boat trip. That evening, the boat is ambushed by a Nazi patrol boat. The Nazis immediately open fire; only Rachel survives the massacre. Before drifting down the river, she sees the Nazis loot the corpses.Rachel is found by Resistance fighters who smuggle her into The Hague by disguising her as a typhoid victim and placing her in a coffin that if properly ""sealed"" has sizable air holes. She is taken to a soup kitchen run by another member of the Resistance, Gerben Kuipers (Derek de Lint) and given the new name of Ellis de Vries. Eventually she is made a part of the Resistance's plans to smuggle in British guns and rations. The smugglers are led by Hans Akkermans (Thom Hoffman), an expert marksman. He and Ellis are to pose as husband and wife so the Nazis will not search their luggage on the train; the luggage is actually full of weaponry. But when the Nazi soldiers on the train clearly do intend to search all baggage, a new plan is needed. Ellis takes the bags and enters a private compartment occupied by SD Colonel Müntze (Sebastian Koch). The Nazis don't search Müntze's compartment. Ellis and Müntze are clearly attracted to each other and she accepts an offer to visit him at his office. Hans is clearly jealous.A truck carrying the British guns crashes in front of the soup kitchen. Kuiper's son, Tim (Ronald Armbrust) was driving and is arrested by the Gestapo. While the others go into hiding, Ellis arranges a meeting with Müntze hoping that she can persuade him to release Tim. Knowing he is an avid stamp collector, she takes some rare Dutch stamps to him. He invites her to a Nazi party. There she sees SS commandant Günter Franken (Waldemar Kobus) and recognizes him as the Nazi who led the ambush against the refugee boat. Although she is sickened at his sight, she manages to sing at the party later. She and Müntze return to his suite to make love. He intuits that she is Jewish from her dyed blond hair but has fallen in love with her. She accepts a job in his office and begins work the following day. There she meets Ronnie, who is Franken's secretary/sex partner. Franken gives them a report indicating that Tim has confessed everything and is to be executed, however, Müntze refuses to sign the execution order.Ellis sees Smaal at Nazi headquarters and learns that he and Müntze have negotiated a cease fire -- if the Resistance ceases its attacks against the Nazis, the Nazis will cease its violent reprisals against Dutch civilians. However, when a hidden microphone placed by Ellis in Franken's office reveals that Franken and Van Gein have been working together to kill and rob Jews trying to escape into Allied territory, a controversy amongst the Resistance fighters ensues. Van Gein is heard ",['Franken'],by the Gestapo,the Gestapo,0,0,0,0,0c02db9973864a92932673c5a4c78785,,['Franken'],0,0
0c11abc7ef6b4b5aaf8807368e88c7a6,What kind of race does Jack push Danny to compete in?,"

Saturday, October 8, 120 miles northeast of Blainsworth, Nebraska; 1:16 p.m.Bob Irisin, a metrologist for the Kansas City weather bureau, is riding in his Bronco truck when he stops and radios to his friend Stan in Kansas City, that he is witnessing a sudden change in weather patterns in the area. Then a tornado suddenly touches down near a farm where Bob sees a family of a man, woman and their little girl standing in front of the house, unaware of the tornado approaching behind them. Bob drives as near as he can go and manages to yell out a warning to the family seconds before they see the twister coming. The family runs into their storm shelter just in time before the twister destroys their house. Bob drives away from harms way just in time.Meanwhile, in Blainsworth, there is the annual fall Bike-a-thon race for the high school kids. 13-year-old Dan Hatch gets a flat tire and doesnt come in at all. Dans stern father, Jack, is arguing with a banker who's asking to foreclose on his hardware shop since a new mall has opened in the nearby town. Jack refuses to sell the shop at any price. Dan walks his bike into the town square where his best friend, Arthur, talks with him about getting ""crashed and burned"" during the race. Jack walks over and becomes hard on Dan for not finishing the race like a man should. Dan yells at his father for being so demanding and that he can't expect anything from anyone. Dan's mother, Laura, with her new baby Ryan and her friend Jenny, walk by and never less tell him he did okay anyway. Just then, Dan is called to the square podium for he is has been chosen by a lottery to be the winner of a new Schwinn Voyager bicycle, much to his father and mother's delight.75 miles northeast of Blainsworth; 3:37 p.m. Bob sits in his Bronco truck and radios in of rogue weather patterns, while observing another tornado rip through a nearby trailer park. Bob tells Stan that the front is moving south instead of north and the atmospheric activity is the most bizarre he has ever seen. Bob decides to travel to Blainsworth to see if anything will happen.Outside of Blainsworth, Dan and Arthur sit in the woods looking up at the clear sky. Dan tell Arthur about his fathers demanding which is a driving force that he cant stand. Then Arthur's two younger sisters, Stacey and Ronnie Vae, appear and want Arthur to come home since their parents are out of town for the weekend. Arthur and Dan watch as clouds begin to roll in and they decide to get indoors. At Arthurs house, the boys play a game of pool, in which Dan forgets he's suppose to take his grandmother's dog for a walk.Six miles northeast of Blainsworth 4:30 p.m.; Dan arrives at his grandmother Goldie's house where his father is already there taking her dog to the vet, for it has a bad leg. Jack yells at Dan for not being responsible for anything, and Dan rides on his new bike home.Arthur arrives at the Hatch house, were Laura is getting ready to leave for work for the evening. Jenny arrives at the house to pick Laura up, were they talk about Jack being so domineering on Dan for he doesn't want Dan to end up a loser like him.Nightfall. Arthur and Dan play with musical instruments, while checking every few minutes if baby Ryan in the next room is all right. Jack then arrives and tells Dan and Arthur to bring their bicycles in for its raining. Going out, they find that its raining hard and the winds are picking up speed. Arthur tells Dan that since hes originally from Los Angeles, he enjoys the rain, while Dan sees little amusement in it, for he tells Arthur that rain and hailstorms can get bad.At the local diner in town, Laura is waitressing when Bob walks in asking for some coffee. Bob overhears a farmer named Gus talk about the storm and of tornados reported in the area. Bob tells Gus that most people killed by tornados ",['bike'],fall Bike,fall Bike,0,0,0.666666667,0,0c11abc7ef6b4b5aaf8807368e88c7a6,,['bike'],0.666666667,0
0d8da439cbe140d28e798a8b5fb03e33,Who had the same interest as Window according to the text?,"Winslow Homer was the second of three sons of Henrietta Benson and Charles Savage Homer. He was born in Boston, Massachusetts in 1836 and grew up in Cambridge. His father was an importer of tools and other goods. His mother was a painter. Window got his interest in drawing and painting from his mother. But his father also supported his son's interest. Once, on a business trip to London, Charles Homer bought a set of drawing examples for his son to copy. Young Winslow used these to develop his early skill. Winslow's older brother Charles went to Harvard University in Cambridge. The family expected Winslow would go, too. But, at the time, Harvard did not teach art. So Winslow's father found him a job as an assistant in the trade of making and preparing pictures for printed media. At 19, Window learned the process of lithography .This work was the only formal training that Winslow ever received in art. In 1859, Window Homer moved to New York City to work for Harper's Weekly. Homer also started to paint seriously. He hoped to go to Europe to study painting. But, something would intervene the direction of Window Homer's artistic work. Harper's magazine would send him to draw pictures of the biggest event in American history since independence. It was the Civil War between the Union and the rebel southern states. Winslow Homer went to Washington, D. C., in 1861. He drew pictures of the campaign of Union Army General George McClellan the next year. His pictures of the war showed many ways that conflicts affect people.",['his mother.'],Winslow Homer,drawing and painting from his mother,0,1,0,0,0d8da439cbe140d28e798a8b5fb03e33,,['his mother.'],0.5,0
0dc65b6804124057865114e7b784405d,Who wants to start a camp?,"Diary of a Wimpy Kid: The Third WheelBy Jeff Kinney A dance at Greg Heffley's middle school is going to be held, but he can't find someone to go with him. Finally he finds a girl from his class to go with him. That is when The Third Wheel story begins. The Third Wheel is full of jokes and interesting drawings. Ivy and Bean Make the RulesBy Annie Barrows Bean's older sister Jessie goes to a summer camp called Girl Power 4-Ever, but Bean can't join her because she is too young. So Bean and her best friend, Ivy, decide to create their own camp. At Camp Flaming Arrow, Ivy and Bean come up with all the activities and, of course, they make the rules. Their happiness and kindness will make you want to keep reading. Stick DogBy Tom Watson Stick Dog is a dog that lives in an empty pipe. He has four dog friends named Poo-Poo, Stripes, Karen and Mutt. When Stick Dog smells some delicious hamburgers, he and his friends decide to steal the food from a human family that is having a picnic in Picas-so Park. Along the way, they face a lot of funny challenges. White Fur FlyingBy Patricia Maclachlan Zoo and Alice's mother might just have the coolest job ever. She rescues Great Pyrenees dogs! But dogs aren't the only things that need to be saved. The family's new neighbour, Philfip, doesn't speak, and no one knows why. White Fur Flying is all about understanding that love can come from both inside and outside. Although it is a little sad, the book is good to read. Kids who love animals and a good story will really like it, too.",['Bean'],"Bean and her best friend, Ivy","Bean and her best friend, Ivy",0,0,0.285714286,0,0dc65b6804124057865114e7b784405d,,['Bean'],0.285714286,0
11010cbeef5647248592b0272568916e,Which play will be shown for the longest period?,"City Varieties The Headrow, Leeds. Tel. 430808 Oct. 10 - 11 only A Night at the Varieties. All the fun of an old music hall with Barry Cryer, Duggle Brown, 6 dancers, Mystina, Jon Barker, Anne Duval and the Tony Harrison Trio. Laugh again at the old jokes and listen to your favourite songs. Performances: 8 pm nightly. Admission L5; under 16 or over 60: L4 York Theatre Royal St. Leonard's Place, York. Tel. 223568 Sept. 23-Oct. 17 Groping for Words-a comedy by Sue Townsend. Best known for her Adrian Mole Diaries, Townsend now writes about an evening class which two men and a woman attend. A gentle comedy. Performances: 8pm Admission: First night, Mon.: L2; Tues-Fri: L3.25-5.50; Sat.: L3.35 -5.75. Halifax Playhouse King's Cross Street, Halifax. Tel. 365998 Oct. 10 - 17 On Golden Pond by Ernest Thompson. This is a magical comedy about real people. A beautifully produced, well-acted play for everyone. Don't miss it. Performances: 7:30 p. m. Admission: L2. Mon.: 2 seats for the price of one. Grand Theatre Oxford Street, Leeds. Tel. 502116 Oct. 1 - 17 The Secret Diary of Adrian Mole, Aged 13. Sue Townsend's musical play, based on the best-selling book. Performances: Evenings 7:45pm. Oct. 10 - 17, at 2:30 pm. No Monday performances. Admission: Tues-Thurs: L2 - 5; Fri. & Sat. : L2 - 6",['Groping for Words'],The Secret Diary of Adrian Mole,Groping for Words,0,1,0,0,11010cbeef5647248592b0272568916e,,['Groping for Words'],1,1
11c96d8412744de5af8e5fad87282cfc,Who knocks Pinky down in a freak car accident?,"

A dash of style with loads of attitude and a hunger to reach the stars, Lafangey Parindey is about a group of youngsters living in the backstreets of Mumbai. It is an unusual love story of Nandu (Neil Nitin Mukesh) and Pinky (Deepika Padukone) whose path to love is paved by friendship, grit and hope.He is wild. He is born to fight. He is One-Shot Nandu. For the raw, champion street fighter, one-shot is literally what it takes. Absolutely wild, fierce, and hungry to win, this fighter takes boxing to a new level by knocking down his opponents BLINDFOLDED. Needless to say, One-Shot lives life on his own terms and is a local hero amongst his friends. But all that soon changes, when he meets Pinky Palkar.She is blind. She is born to fly. She is Pinky Palkar. A unique girl, a powerhouse of talent! On one hand she works at a regular, boring 9-to-5 job at a mall but on the other hand, she is a kickass dancer on skates! Strong headed, talented and fiercely ambitious these traits make up Pinky Palkar's deadly personality. Her life's ambition is only one to rise above all the 'losers' living in her locality and carve a niche for herself. She will use her talent to show the others that she can win in life. There is only one, tiny, obstacle She is blind.Lafangey Parindey. Two different personalities. Two different lives. Destined to meet.Set in the grungy streets of Mumbai, Lafangey Parindey is an unusual, edgy love story about the never say die spirit even when your last chip is down. It is an intriguing journey of a blindfolded street fighter and a blind dancer who, along with four friends, set out to achieve the impossible.Born wild, will one-shot Nandu ever learn to love? Born to fly, will Pinky Palkar ever learn to see?


",['Nandu'],Lafangey Parindey,Lafangey Parindey,0,0,0,0,11c96d8412744de5af8e5fad87282cfc,,['Nandu'],0,0
12d93dc8473e41d7b12addf33b85053e,Who is Pinky Palkar's partner in the competition?,"

A dash of style with loads of attitude and a hunger to reach the stars, Lafangey Parindey is about a group of youngsters living in the backstreets of Mumbai. It is an unusual love story of Nandu (Neil Nitin Mukesh) and Pinky (Deepika Padukone) whose path to love is paved by friendship, grit and hope.He is wild. He is born to fight. He is One-Shot Nandu. For the raw, champion street fighter, one-shot is literally what it takes. Absolutely wild, fierce, and hungry to win, this fighter takes boxing to a new level by knocking down his opponents BLINDFOLDED. Needless to say, One-Shot lives life on his own terms and is a local hero amongst his friends. But all that soon changes, when he meets Pinky Palkar.She is blind. She is born to fly. She is Pinky Palkar. A unique girl, a powerhouse of talent! On one hand she works at a regular, boring 9-to-5 job at a mall but on the other hand, she is a kickass dancer on skates! Strong headed, talented and fiercely ambitious these traits make up Pinky Palkar's deadly personality. Her life's ambition is only one to rise above all the 'losers' living in her locality and carve a niche for herself. She will use her talent to show the others that she can win in life. There is only one, tiny, obstacle She is blind.Lafangey Parindey. Two different personalities. Two different lives. Destined to meet.Set in the grungy streets of Mumbai, Lafangey Parindey is an unusual, edgy love story about the never say die spirit even when your last chip is down. It is an intriguing journey of a blindfolded street fighter and a blind dancer who, along with four friends, set out to achieve the impossible.Born wild, will one-shot Nandu ever learn to love? Born to fly, will Pinky Palkar ever learn to see?


",['Neil Nitin Mukesh'],Lafangey Parindey,Deepika Padukone,0,0,0,0,12d93dc8473e41d7b12addf33b85053e,,['Neil Nitin Mukesh'],0,0
